Unnamed: 0,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,year,month,day,day_of_week,type_organic,region_Atlanta,region_BaltimoreWashington,region_Boise,region_Boston,region_BuffaloRochester,region_California,region_Charlotte,region_Chicago,region_CincinnatiDayton,region_Columbus,region_DallasFtWorth,region_Denver,region_Detroit,region_GrandRapids,region_GreatLakes,region_HarrisburgScranton,region_HartfordSpringfield,region_Houston,region_Indianapolis,region_Jacksonville,region_LasVegas,region_LosAngeles,region_Louisville,region_MiamiFtLauderdale,region_Nashville,region_NewOrleansMobile,region_NewYork,region_Northeast,region_NorthernNewEngland,region_Orlando,region_Philadelphia,region_PhoenixTucson,region_Pittsburgh,region_Plains,region_Portland,region_RaleighGreensboro,region_RichmondNorfolk,region_Roanoke,region_Sacramento,region_SanDiego,region_SanFrancisco,region_Seattle,region_SouthCarolina,region_SouthCentral,region_Southeast,region_Spokane,region_StLouis,region_Syracuse,region_Tampa,region_West,region_WestTexNewMexico
0.0,0.344632768361582,0.3273943907582517,0.007283932792557143,0.38969835239190503,0.04286299150928283,0.3130096560441424,0.3562475259495799,0.01772059047097814,0.0,0.0,1.0,0.8666666666666669,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.019230769230769232,0.3559322033898306,0.27962829196864836,0.004737359611248173,0.31945126485033554,0.051914416418946584,0.3421152743581263,0.38955714704513494,0.01852633099212503,0.0,0.0,1.0,0.6333333333333334,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.038461538461538464,0.11864406779661021,0.6028949410591642,0.005583407016460406,0.7811140157969427,0.11614660282311896,0.29315986117524523,0.3330013896089054,0.019600018243181614,0.0,0.0,1.0,0.40000000000000013,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.057692307692307696,0.20338983050847464,0.4026979391503861,0.007953210950840795,0.5150888926897097,0.06459709143986186,0.20914986573531377,0.23508240761750807,0.025418833044482957,0.0,0.0,1.0,0.1666666666666667,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.07692307692307693,0.3163841807909605,0.26004456095193745,0.0066146546342734916,0.3137231735008684,0.06744513074280425,0.22256697668174574,0.24787128147116355,0.037567651798473656,0.0,0.0,0.9090909090909093,0.9333333333333336,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.09615384615384616,0.3050847457627119,0.2852563346866562,0.008320449763915397,0.3439917014883076,0.03881343562541163,0.24056107198681864,0.2714817967858462,0.024217823588433825,0.0,0.0,0.9090909090909093,0.7000000000000001,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.11538461538461539,0.1525423728813559,0.4254673730197104,0.00961776460673585,0.5272282928009194,0.08300254543512701,0.2994046717128547,0.3394028656750037,0.02319354495424002,0.0,0.0,0.9090909090909093,0.4666666666666668,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.13461538461538464,0.14689265536723164,0.5580263044142371,0.004944410076549655,0.7286270743595598,0.07120098257355952,0.2457909343533683,0.2594895878708177,0.10686893794277723,0.0,0.0,0.9090909090909093,0.2333333333333334,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.15384615384615385,0.16949152542372883,0.5089472508276969,0.0071814263015918004,0.6248613992538783,0.07595364816034461,0.40987926075782083,0.4598019600276266,0.05393710663139652,0.0,0.0,0.9090909090909093,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.17307692307692307,0.1977401129943504,0.37894977293389137,0.005918537901933115,0.46342736548016655,0.10057138788515282,0.3104560896350398,0.33379888268156427,0.10726420687767949,0.0,0.0,0.8181818181818185,0.8000000000000003,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.19230769230769232,0.22598870056497183,0.43255948256301935,0.00649788575971256,0.5409908978294053,0.10419373787358265,0.29533048260065714,0.3261961982022866,0.06229286387545989,0.0,0.0,0.8181818181818185,0.5666666666666668,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.21153846153846156,0.3163841807909605,0.3286832574507008,0.011115033852083624,0.3769820067713451,0.0937360935580911,0.3643699925174566,0.4085296977145157,0.048958238316762444,0.0,0.0,0.8181818181818185,0.33333333333333337,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.23076923076923078,0.3333333333333334,0.3109128197402425,0.015936773378101763,0.3569638868751695,0.09021164492069991,0.31516480130949914,0.34698733120558095,0.07159878682842288,0.0,0.0,0.8181818181818185,0.10000000000000003,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.25,0.1525423728813559,0.5446301542036753,0.008465251599336624,0.7114078057249427,0.13780950177112444,0.21718667164303196,0.2438386828031343,0.02766692511173949,0.0,0.0,0.7272727272727274,0.8666666666666669,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.2692307692307693,0.344632768361582,0.35557742197469994,0.007222738033385921,0.4244658673969968,0.13394684846650884,0.33354220150896163,0.3515056304832825,0.14789519292164555,0.0,0.0,0.7272727272727274,0.6333333333333334,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
